,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
17357,24.0,male,High School,128248.0,2,RENT,13000.0,HOMEIMPROVEMENT,12.69,0.1,4.0,514.0,No,1.0
32696,30.0,female,Associate,151020.0,6,RENT,3069.0,EDUCATION,12.74,0.02,7.0,632.0,Yes,0.0
8821,26.0,female,Master,43327.0,3,RENT,8000.0,DEBTCONSOLIDATION,15.31,0.18,2.0,634.0,No,1.0
9086,23.0,female,Associate,72796.0,3,RENT,8000.0,VENTURE,12.21,0.11,4.0,639.0,Yes,0.0
44815,27.0,male,High School,29821.0,1,RENT,5000.0,HOMEIMPROVEMENT,12.74,0.17,4.0,650.0,No,1.0
18244,30.0,female,Master,22384.0,11,MORTGAGE,2200.0,MEDICAL,11.01,0.1,6.0,651.0,No,1.0
20319,27.0,female,Associate,166681.0,5,RENT,4000.0,DEBTCONSOLIDATION,11.71,0.02,10.0,657.0,No,1.0
26055,31.0,male,Bachelor,81391.0,8,RENT,13000.0,MEDICAL,13.06,0.16,10.0,575.0,No,0.0
40436,24.0,male,High School,145167.0,5,MORTGAGE,14000.0,EDUCATION,10.0,0.1,4.0,671.0,Yes,0.0
28833,31.0,female,Associate,116167.0,11,MORTGAGE,9600.0,MEDICAL,5.99,0.08,5.0,567.0,No,0.0
17163,22.0,female,Bachelor,82591.0,0,MORTGAGE,16000.0,EDUCATION,7.9,0.19,3.0,624.0,Yes,0.0
40806,31.0,male,Bachelor,265772.0,7,MORTGAGE,14182.0,DEBTCONSOLIDATION,15.97,0.05,7.0,693.0,No,0.0
9998,22.0,male,Bachelor,75198.0,0,RENT,9200.0,PERSONAL,12.98,0.12,3.0,590.0,Yes,0.0
36942,25.0,,Associate,55214.0,3,RENT,7000.0,EDUCATION,5.82,0.13,4.0,677.0,Yes,0.0
36145,22.0,male,Bachelor,227251.0,0,MORTGAGE,2314.0,PERSONAL,8.28,0.01,3.0,594.0,No,0.0
38533,34.0,female,Doctorate,55108.0,12,RENT,5487.0,EDUCATION,7.72,0.1,7.0,657.0,Yes,0.0
2520,21.0,male,Master,24419.0,0,RENT,3000.0,PERSONAL,10.99,0.12,2.0,621.0,No,1.0
28558,32.0,male,Bachelor,33086.0,12,RENT,6000.0,EDUCATION,12.73,0.18,5.0,696.0,Yes,0.0
36781,26.0,male,,58740.0,2,RENT,,EDUCATION,12.17,0.17,3.0,642.0,Yes,0.0
19547,29.0,female,Associate,42445.0,4,MORTGAGE,4500.0,MEDICAL,14.42,0.11,7.0,672.0,No,1.0
8050,,female,Bachelor,56059.0,0,RENT,7200.0,DEBTCONSOLIDATION,11.01,0.13,3.0,645.0,Yes,0.0
1507,24.0,male,Bachelor,32040.0,2,RENT,1325.0,MEDICAL,12.87,0.04,4.0,669.0,No,1.0
44166,25.0,male,Associate,32448.0,2,RENT,12235.0,VENTURE,11.48,0.38,3.0,552.0,No,1.0
24413,33.0,female,Associate,54930.0,9,RENT,10000.0,EDUCATION,11.01,0.18,6.0,608.0,No,1.0
14757,24.0,female,,138148.0,3,MORTGAGE,4000.0,VENTURE,11.01,0.03,2.0,624.0,Yes,0.0
4470,22.0,female,Master,58507.0,0,RENT,4800.0,DEBTCONSOLIDATION,12.98,0.08,2.0,675.0,Yes,0.0
23891,30.0,male,High School,81515.0,6,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.99,0.12,6.0,627.0,Yes,0.0
32985,23.0,male,Master,97421.0,1,RENT,3600.0,DEBTCONSOLIDATION,12.36,0.04,4.0,661.0,Yes,0.0
37862,24.0,male,,72881.0,3,RENT,9000.0,VENTURE,11.5,0.12,4.0,645.0,No,0.0
33316,29.0,male,High School,46480.0,8,RENT,6500.0,MEDICAL,9.92,0.14,9.0,651.0,Yes,0.0
44799,24.0,male,High School,36986.0,2,RENT,10000.0,HOMEIMPROVEMENT,14.81,0.27,5.0,541.0,No,
5998,24.0,female,Associate,73171.0,0,RENT,5600.0,PERSONAL,14.91,0.08,3.0,641.0,No,1.0
31154,47.0,female,Associate,96169.0,25,MORTGAGE,16000.0,EDUCATION,7.51,0.17,13.0,685.0,Yes,0.0
16458,21.0,female,Master,72957.0,0,RENT,5000.0,VENTURE,8.49,0.07,2.0,,Yes,0.0
20598,27.0,male,Bachelor,156813.0,6,RENT,10000.0,EDUCATION,7.74,0.06,5.0,663.0,Yes,0.0
44517,29.0,male,Associate,36963.0,4,RENT,8000.0,HOMEIMPROVEMENT,11.93,0.22,5.0,616.0,No,1.0
33195,44.0,male,High School,39562.0,21,RENT,4500.0,MEDICAL,7.47,0.11,12.0,551.0,Yes,0.0
9943,23.0,male,High School,63389.0,2,RENT,9000.0,VENTURE,12.69,0.14,2.0,648.0,No,0.0
138,25.0,female,Associate,260035.0,5,MORTGAGE,25000.0,EDUCATION,16.07,0.1,3.0,585.0,Yes,0.0
30501,36.0,female,Bachelor,69100.0,14,MORTGAGE,12000.0,VENTURE,13.72,0.17,11.0,642.0,Yes,0.0
35348,31.0,male,High School,70760.0,7,RENT,1583.0,DEBTCONSOLIDATION,10.05,0.02,10.0,651.0,Yes,0.0
10272,26.0,female,Master,90716.0,5,RENT,9600.0,PERSONAL,10.0,0.11,4.0,671.0,Yes,0.0
10208,24.0,female,Bachelor,54902.0,4,RENT,9600.0,DEBTCONSOLIDATION,15.31,0.17,3.0,,No,1.0
29543,39.0,male,High School,37120.0,16,MORTGAGE,7200.0,MEDICAL,14.96,0.19,11.0,682.0,No,1.0
28949,34.0,female,High School,166463.0,13,MORTGAGE,,MEDICAL,11.12,0.15,6.0,666.0,No,0.0
36124,27.0,male,Master,87537.0,2,RENT,7000.0,EDUCATION,10.04,0.08,4.0,668.0,Yes,0.0
16617,26.0,male,Bachelor,28107.0,4,RENT,2500.0,HOMEIMPROVEMENT,6.76,0.09,2.0,598.0,No,1.0
332,22.0,male,High School,203782.0,4,RENT,14000.0,PERSONAL,11.14,0.07,3.0,581.0,Yes,0.0
22260,28.0,male,Master,65894.0,6,MORTGAGE,4150.0,MEDICAL,7.49,0.06,6.0,710.0,No,0.0
8134,23.0,male,Associate,126971.0,1,RENT,7200.0,PERSONAL,11.71,0.06,4.0,683.0,Yes,0.0
1932,26.0,female,Master,79374.0,1,RENT,2000.0,MEDICAL,7.51,0.03,2.0,632.0,Yes,0.0
28795,33.0,female,High School,48626.0,11,MORTGAGE,3000.0,PERSONAL,7.37,0.06,9.0,589.0,Yes,0.0
229,21.0,female,,18421.0,1,MORTGAGE,1500.0,MEDICAL,11.01,0.08,4.0,623.0,No,0.0
31467,39.0,male,Associate,49797.0,14,RENT,14000.0,MEDICAL,16.0,0.28,17.0,712.0,No,1.0
21106,27.0,male,Associate,65927.0,4,RENT,5000.0,DEBTCONSOLIDATION,13.17,0.08,8.0,654.0,No,1.0
23585,32.0,female,High School,43214.0,8,RENT,9000.0,MEDICAL,8.59,0.21,6.0,,No,0.0
23216,29.0,female,Bachelor,72819.0,7,MORTGAGE,6400.0,DEBTCONSOLIDATION,11.89,0.09,8.0,569.0,Yes,0.0
28564,32.0,male,Bachelor,89945.0,9,MORTGAGE,15000.0,VENTURE,11.11,0.17,9.0,680.0,No,0.0
15916,22.0,male,Bachelor,142514.0,0,RENT,19550.0,PERSONAL,15.62,0.14,4.0,608.0,No,1.0
33960,28.0,female,Associate,30959.0,1,RENT,,DEBTCONSOLIDATION,9.46,0.23,8.0,622.0,Yes,0.0
41079,31.0,female,Associate,94379.0,10,MORTGAGE,18000.0,EDUCATION,10.76,0.19,7.0,676.0,No,0.0
19165,34.0,male,High School,58168.0,10,RENT,2400.0,VENTURE,13.22,0.04,5.0,547.0,Yes,0.0
21969,32.0,male,High School,15154.0,9,RENT,,EDUCATION,6.17,0.41,9.0,571.0,No,
14744,23.0,female,,136708.0,2,MORTGAGE,3000.0,EDUCATION,11.01,0.02,3.0,659.0,No,0.0
25102,,male,Associate,97048.0,11,MORTGAGE,5000.0,HOMEIMPROVEMENT,15.21,0.05,6.0,677.0,No,0.0
43578,23.0,male,Bachelor,65795.0,0,RENT,9976.0,EDUCATION,11.54,0.15,4.0,624.0,No,1.0
26059,28.0,female,Master,84910.0,5,RENT,13000.0,MEDICAL,12.18,0.15,7.0,631.0,No,0.0
20337,30.0,male,Bachelor,48977.0,10,MORTGAGE,9600.0,HOMEIMPROVEMENT,8.49,0.2,10.0,668.0,No,0.0
38453,24.0,male,Associate,192816.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,9.44,0.06,4.0,660.0,Yes,
31684,42.0,male,High School,130540.0,19,MORTGAGE,14400.0,VENTURE,13.67,0.11,16.0,614.0,No,1.0
22062,29.0,male,Master,111418.0,7,RENT,7000.0,VENTURE,9.32,0.06,10.0,,Yes,
38094,,female,Associate,60813.0,1,MORTGAGE,8000.0,PERSONAL,10.89,0.13,4.0,652.0,Yes,0.0
284,,male,High School,19062.0,2,OWN,4000.0,DEBTCONSOLIDATION,13.98,0.21,4.0,,No,1.0
42682,23.0,female,Bachelor,54371.0,0,MORTGAGE,24511.0,DEBTCONSOLIDATION,15.8,0.45,2.0,501.0,No,1.0
1681,,male,High School,13445.0,2,RENT,1750.0,DEBTCONSOLIDATION,14.72,0.13,3.0,,No,1.0
13506,,female,,112244.0,0,MORTGAGE,25000.0,VENTURE,10.99,0.22,4.0,626.0,No,0.0
18082,30.0,male,Bachelor,18002.0,7,OWN,9250.0,HOMEIMPROVEMENT,14.96,0.51,10.0,683.0,No,1.0
14851,26.0,male,Master,42979.0,2,RENT,1800.0,MEDICAL,11.36,0.04,3.0,663.0,No,0.0
16995,23.0,male,High School,205188.0,3,RENT,12000.0,PERSONAL,11.11,0.06,2.0,545.0,Yes,0.0
5874,23.0,male,High School,57728.0,0,OWN,7000.0,MEDICAL,7.51,0.12,3.0,635.0,Yes,0.0
1750,23.0,male,Master,35936.0,1,MORTGAGE,10000.0,EDUCATION,8.0,0.28,2.0,621.0,Yes,0.0
10166,23.0,male,High School,39252.0,0,RENT,9600.0,PERSONAL,13.48,0.24,3.0,603.0,No,1.0
16551,23.0,female,Bachelor,55086.0,0,RENT,,VENTURE,10.36,0.26,4.0,629.0,No,1.0
18008,35.0,female,Master,241228.0,9,MORTGAGE,18000.0,HOMEIMPROVEMENT,10.99,0.07,10.0,718.0,Yes,0.0
3237,25.0,male,Bachelor,71752.0,7,RENT,3500.0,MEDICAL,15.65,0.05,2.0,640.0,No,1.0
10508,25.0,male,Bachelor,38656.0,2,RENT,10000.0,MEDICAL,9.91,0.26,4.0,577.0,No,1.0
14989,24.0,male,Associate,144896.0,3,OWN,15000.0,PERSONAL,15.28,0.1,3.0,578.0,Yes,
8115,23.0,male,Bachelor,97161.0,2,RENT,7200.0,DEBTCONSOLIDATION,8.9,0.07,2.0,650.0,No,0.0
36962,35.0,male,,61061.0,11,RENT,7000.0,DEBTCONSOLIDATION,12.09,0.11,9.0,671.0,Yes,0.0
35750,26.0,female,Bachelor,58538.0,4,RENT,7000.0,EDUCATION,10.61,0.12,2.0,643.0,Yes,0.0
23968,32.0,female,Master,82566.0,10,MORTGAGE,6100.0,MEDICAL,10.25,0.07,7.0,616.0,Yes,0.0
44892,27.0,male,Bachelor,40435.0,2,RENT,9774.0,VENTURE,12.86,0.24,6.0,644.0,No,1.0
25595,31.0,female,Associate,44133.0,11,OWN,5000.0,VENTURE,6.99,0.11,9.0,635.0,Yes,0.0
43769,30.0,female,Bachelor,121611.0,6,RENT,20000.0,DEBTCONSOLIDATION,17.9,0.16,7.0,549.0,No,1.0
4279,25.0,male,Bachelor,102473.0,2,RENT,4500.0,HOMEIMPROVEMENT,12.18,0.04,2.0,669.0,Yes,0.0
38774,25.0,female,Bachelor,145065.0,4,MORTGAGE,20000.0,MEDICAL,10.87,0.14,4.0,667.0,Yes,0.0
22535,30.0,male,Associate,84404.0,8,RENT,7200.0,DEBTCONSOLIDATION,11.01,0.09,10.0,659.0,Yes,0.0
32009,39.0,male,High School,48857.0,19,RENT,6000.0,EDUCATION,14.54,0.12,11.0,686.0,No,0.0
39044,26.0,male,Associate,150791.0,7,MORTGAGE,30000.0,MEDICAL,10.32,0.2,9.0,,Yes,0.0
5376,25.0,male,Associate,67184.0,3,RENT,,MEDICAL,14.22,0.13,2.0,522.0,Yes,0.0
16601,22.0,male,Bachelor,58657.0,0,MORTGAGE,,EDUCATION,10.62,0.11,2.0,657.0,Yes,0.0
1268,22.0,female,Bachelor,64422.0,0,RENT,16000.0,EDUCATION,7.9,0.25,4.0,683.0,Yes,0.0
24383,28.0,male,Bachelor,87151.0,6,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.92,0.14,7.0,542.0,Yes,0.0
30344,47.0,male,,63332.0,23,MORTGAGE,12000.0,MEDICAL,7.29,0.19,16.0,654.0,Yes,0.0
32868,25.0,male,High School,128279.0,3,MORTGAGE,10000.0,EDUCATION,10.24,0.08,3.0,665.0,Yes,0.0
11271,24.0,female,Bachelor,67169.0,1,RENT,10000.0,MEDICAL,12.99,0.15,2.0,635.0,No,0.0
8602,25.0,female,Associate,30664.0,4,RENT,,HOMEIMPROVEMENT,12.42,0.26,3.0,622.0,No,1.0
10674,,male,Bachelor,84893.0,0,OWN,8000.0,MEDICAL,12.84,0.09,4.0,587.0,Yes,0.0
10172,24.0,male,High School,78996.0,2,MORTGAGE,18000.0,VENTURE,10.25,0.23,4.0,695.0,Yes,0.0
1045,23.0,female,,99196.0,0,RENT,18000.0,MEDICAL,11.01,0.18,2.0,658.0,Yes,0.0
1953,25.0,male,Associate,107421.0,1,RENT,2000.0,VENTURE,13.49,0.02,3.0,676.0,Yes,0.0
9946,,male,Bachelor,79015.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.99,0.1,3.0,599.0,Yes,
17717,22.0,female,Master,40864.0,2,MORTGAGE,5325.0,DEBTCONSOLIDATION,14.59,0.13,4.0,575.0,No,1.0
26605,29.0,,Bachelor,41816.0,9,RENT,2000.0,MEDICAL,14.72,0.05,7.0,708.0,Yes,0.0
29231,39.0,female,High School,205213.0,13,RENT,17000.0,DEBTCONSOLIDATION,12.99,0.08,14.0,640.0,No,0.0
19199,27.0,female,Master,92145.0,0,RENT,13450.0,DEBTCONSOLIDATION,16.32,0.15,8.0,637.0,No,
196,26.0,female,Associate,226744.0,0,MORTGAGE,20000.0,VENTURE,17.74,0.09,2.0,621.0,No,1.0
8702,22.0,female,High School,72621.0,2,MORTGAGE,,PERSONAL,8.9,0.14,4.0,664.0,No,0.0
32410,51.0,male,Doctorate,85981.0,32,RENT,7000.0,VENTURE,11.01,0.08,21.0,712.0,No,0.0
34101,34.0,female,Associate,110394.0,13,MORTGAGE,15000.0,MEDICAL,11.01,0.14,10.0,604.0,Yes,0.0
20980,35.0,male,,61460.0,15,RENT,,VENTURE,13.57,0.08,8.0,656.0,Yes,0.0
15927,25.0,female,Master,12268.0,0,RENT,1200.0,MEDICAL,15.23,0.1,2.0,686.0,Yes,0.0
12665,24.0,female,High School,94730.0,3,MORTGAGE,15000.0,PERSONAL,11.01,0.16,2.0,608.0,No,1.0
44800,24.0,female,Associate,166459.0,1,MORTGAGE,24131.0,DEBTCONSOLIDATION,16.41,0.14,3.0,623.0,No,1.0
20029,32.0,male,Associate,79210.0,12,RENT,3625.0,PERSONAL,6.03,0.05,8.0,584.0,Yes,0.0
44899,23.0,female,,22142.0,0,OWN,4988.0,EDUCATION,9.79,0.23,4.0,671.0,No,1.0
30831,44.0,male,Doctorate,66709.0,20,RENT,9600.0,PERSONAL,11.26,0.14,16.0,666.0,No,0.0
25673,32.0,female,Associate,93800.0,9,MORTGAGE,10000.0,DEBTCONSOLIDATION,18.43,0.11,6.0,640.0,No,1.0
11292,23.0,male,High School,66916.0,0,RENT,10000.0,EDUCATION,10.59,0.15,2.0,662.0,Yes,0.0
5127,26.0,male,High School,72715.0,5,RENT,9000.0,EDUCATION,12.68,0.12,4.0,667.0,Yes,0.0
21837,30.0,male,Associate,76531.0,11,RENT,6000.0,HOMEIMPROVEMENT,11.01,0.08,7.0,677.0,Yes,0.0
27435,32.0,male,Associate,169171.0,10,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.01,0.07,8.0,519.0,No,0.0
29280,43.0,female,Master,87392.0,17,RENT,22000.0,EDUCATION,10.62,0.25,11.0,699.0,No,1.0
13975,22.0,male,Associate,73097.0,3,RENT,14000.0,EDUCATION,12.73,0.19,2.0,693.0,No,0.0
23952,28.0,female,Master,82484.0,6,MORTGAGE,3000.0,EDUCATION,5.42,0.04,10.0,606.0,Yes,0.0
1071,26.0,female,Associate,156904.0,4,RENT,17950.0,PERSONAL,11.01,0.11,2.0,689.0,No,0.0
4687,25.0,,High School,39805.0,3,RENT,4900.0,MEDICAL,11.49,0.12,2.0,586.0,No,1.0
5334,26.0,female,Master,41844.0,4,RENT,8500.0,MEDICAL,7.88,0.2,3.0,643.0,No,0.0
15250,22.0,female,Associate,152285.0,1,MORTGAGE,24000.0,EDUCATION,11.36,0.16,4.0,641.0,Yes,0.0
43134,23.0,male,Associate,36911.0,2,RENT,7200.0,MEDICAL,8.91,0.2,3.0,680.0,No,1.0
21322,29.0,,High School,50488.0,5,MORTGAGE,3800.0,MEDICAL,7.51,0.08,9.0,526.0,No,1.0
18733,33.0,male,Master,76288.0,12,RENT,16000.0,PERSONAL,13.11,0.21,5.0,654.0,Yes,0.0
22613,30.0,female,Doctorate,68095.0,8,MORTGAGE,1500.0,EDUCATION,11.01,0.02,7.0,676.0,Yes,0.0
25535,29.0,,Bachelor,103930.0,7,MORTGAGE,9500.0,EDUCATION,11.01,0.09,9.0,714.0,Yes,0.0
31475,41.0,male,High School,118503.0,16,MORTGAGE,5000.0,MEDICAL,10.99,0.04,17.0,539.0,Yes,
21091,29.0,male,Master,54927.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,15.58,0.15,9.0,683.0,No,0.0
35775,29.0,female,Bachelor,75128.0,6,MORTGAGE,10000.0,EDUCATION,12.69,0.13,4.0,682.0,No,0.0
44123,23.0,female,Associate,24038.0,0,RENT,6233.0,HOMEIMPROVEMENT,8.22,0.26,3.0,667.0,No,1.0
44193,22.0,female,High School,24639.0,0,RENT,7750.0,MEDICAL,14.83,0.31,4.0,550.0,No,1.0
38064,35.0,female,Bachelor,112675.0,16,MORTGAGE,6000.0,DEBTCONSOLIDATION,14.1,0.05,9.0,,Yes,0.0
13403,24.0,female,Associate,110331.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.99,0.09,4.0,591.0,Yes,0.0
16061,25.0,female,Bachelor,64553.0,0,MORTGAGE,6000.0,EDUCATION,6.62,0.09,2.0,556.0,Yes,0.0
1119,21.0,male,High School,30833.0,0,OWN,7000.0,EDUCATION,15.58,0.23,2.0,656.0,Yes,0.0
36330,30.0,male,Bachelor,88459.0,7,RENT,9419.0,PERSONAL,7.05,0.11,8.0,702.0,Yes,0.0
40525,30.0,female,High School,66898.0,10,MORTGAGE,6500.0,VENTURE,10.99,0.1,7.0,688.0,Yes,0.0
11574,22.0,male,Bachelor,90944.0,1,MORTGAGE,9000.0,EDUCATION,5.79,0.1,2.0,645.0,Yes,0.0
2058,25.0,female,Master,75902.0,5,RENT,2300.0,MEDICAL,11.71,0.03,3.0,603.0,Yes,0.0
14635,22.0,female,Associate,118447.0,0,MORTGAGE,25000.0,PERSONAL,10.25,0.21,3.0,638.0,No,1.0
18808,31.0,female,High School,51451.0,7,RENT,1200.0,EDUCATION,16.29,0.02,5.0,629.0,No,0.0
43189,40.0,female,Associate,74092.0,18,RENT,11092.0,DEBTCONSOLIDATION,15.84,0.15,12.0,676.0,No,
6130,22.0,female,Associate,26463.0,0,RENT,6000.0,DEBTCONSOLIDATION,15.96,0.23,3.0,683.0,Yes,0.0
3391,22.0,male,Bachelor,62311.0,0,RENT,11000.0,EDUCATION,13.11,0.18,2.0,576.0,Yes,0.0
20185,30.0,male,Bachelor,47745.0,8,RENT,4000.0,MEDICAL,15.96,0.08,9.0,650.0,No,0.0
10863,23.0,male,Bachelor,84873.0,0,MORTGAGE,4000.0,EDUCATION,11.01,0.05,4.0,,Yes,0.0
2493,26.0,female,High School,21779.0,5,RENT,3000.0,HOMEIMPROVEMENT,11.01,0.14,4.0,537.0,No,1.0
22859,32.0,male,Master,25295.0,10,RENT,8000.0,DEBTCONSOLIDATION,8.49,0.32,6.0,637.0,No,1.0
22991,30.0,male,Doctorate,41814.0,3,RENT,8000.0,MEDICAL,7.9,0.19,5.0,656.0,No,1.0
37345,43.0,male,Associate,151037.0,19,MORTGAGE,8825.0,EDUCATION,7.88,0.06,13.0,639.0,Yes,0.0
36240,29.0,female,Bachelor,140149.0,8,RENT,7014.0,DEBTCONSOLIDATION,6.65,0.05,8.0,657.0,Yes,
15048,26.0,male,Master,39524.0,2,RENT,1600.0,VENTURE,14.46,0.04,3.0,688.0,No,1.0
2729,24.0,female,Associate,63124.0,2,RENT,12000.0,PERSONAL,7.51,0.19,3.0,640.0,No,0.0
36559,26.0,female,Master,96814.0,2,MORTGAGE,15000.0,HOMEIMPROVEMENT,16.07,0.15,2.0,630.0,No,0.0
11789,23.0,male,High School,92326.0,4,MORTGAGE,15000.0,MEDICAL,10.62,0.16,2.0,590.0,No,0.0
39365,33.0,,Associate,66961.0,10,RENT,10000.0,MEDICAL,11.19,0.15,7.0,665.0,Yes,0.0
2416,26.0,female,High School,99986.0,6,RENT,2500.0,VENTURE,13.92,0.03,3.0,610.0,No,0.0
11639,22.0,male,Bachelor,91378.0,0,MORTGAGE,16000.0,EDUCATION,13.61,0.18,2.0,628.0,Yes,0.0
31375,41.0,male,Bachelor,108755.0,18,OWN,,VENTURE,7.51,0.07,16.0,725.0,No,0.0
24931,27.0,male,High School,94655.0,6,OWN,15000.0,PERSONAL,8.94,0.16,7.0,585.0,Yes,0.0
9227,22.0,male,Associate,72960.0,1,MORTGAGE,1000.0,EDUCATION,9.63,0.01,3.0,501.0,Yes,0.0
25934,28.0,male,Bachelor,70557.0,5,RENT,12500.0,EDUCATION,11.71,0.18,7.0,712.0,Yes,0.0
15195,25.0,male,,58478.0,4,RENT,15000.0,PERSONAL,17.49,0.26,3.0,603.0,No,1.0
40589,25.0,female,High School,44844.0,2,RENT,5587.0,EDUCATION,9.64,0.12,4.0,634.0,No,0.0
17183,23.0,male,Bachelor,48335.0,0,MORTGAGE,6000.0,MEDICAL,7.88,0.12,2.0,632.0,Yes,0.0
33715,30.0,female,High School,127255.0,7,RENT,13980.0,HOMEIMPROVEMENT,11.1,0.11,6.0,561.0,Yes,0.0
3902,22.0,male,Master,49140.0,0,RENT,4000.0,EDUCATION,11.01,0.08,2.0,700.0,Yes,0.0
16418,26.0,male,Associate,147329.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,11.01,0.03,2.0,657.0,Yes,0.0
6771,25.0,female,High School,23938.0,0,RENT,7000.0,VENTURE,16.82,0.29,3.0,653.0,No,1.0
39713,40.0,male,High School,57325.0,16,RENT,2800.0,MEDICAL,8.75,0.05,10.0,678.0,No,0.0
10703,22.0,male,High School,84747.0,2,MORTGAGE,6000.0,MEDICAL,6.03,0.07,2.0,662.0,Yes,0.0
32325,,female,,92429.0,36,RENT,20000.0,EDUCATION,16.77,0.22,29.0,690.0,No,1.0
7415,22.0,male,High School,73212.0,0,RENT,,PERSONAL,10.99,0.09,2.0,536.0,Yes,0.0
32073,40.0,female,High School,280587.0,14,MORTGAGE,15000.0,VENTURE,11.83,0.05,12.0,618.0,Yes,0.0
18389,27.0,male,High School,87303.0,3,RENT,20000.0,VENTURE,8.9,0.23,5.0,663.0,Yes,0.0
7338,,female,Master,55517.0,1,RENT,6500.0,MEDICAL,10.99,0.12,4.0,661.0,Yes,0.0
1033,25.0,female,Bachelor,30184.0,4,MORTGAGE,,VENTURE,15.21,0.04,4.0,689.0,No,0.0
38639,38.0,female,Associate,91114.0,14,RENT,17000.0,VENTURE,7.28,0.19,10.0,574.0,Yes,0.0
35862,22.0,female,Master,41311.0,3,MORTGAGE,3000.0,MEDICAL,11.98,0.07,5.0,659.0,No,0.0
10546,21.0,male,Bachelor,40965.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.83,0.24,3.0,689.0,Yes,0.0
43591,37.0,female,Associate,130367.0,18,MORTGAGE,15032.0,HOMEIMPROVEMENT,12.62,0.12,13.0,629.0,No,1.0
41340,,male,Master,54716.0,5,RENT,10000.0,MEDICAL,16.24,0.18,5.0,686.0,No,0.0
32322,61.0,female,Master,62093.0,40,RENT,20000.0,MEDICAL,14.09,0.32,21.0,727.0,No,1.0
15902,25.0,male,Associate,15278.0,2,OWN,4500.0,EDUCATION,13.16,0.29,4.0,662.0,No,1.0
39562,24.0,female,High School,41374.0,2,RENT,4450.0,MEDICAL,11.49,0.11,4.0,565.0,Yes,0.0
8983,26.0,,Bachelor,63377.0,5,RENT,8000.0,EDUCATION,10.25,0.13,4.0,615.0,No,0.0
7099,22.0,male,High School,73610.0,4,RENT,7000.0,DEBTCONSOLIDATION,12.84,0.1,2.0,576.0,No,0.0
3856,25.0,female,Master,42911.0,3,RENT,4000.0,EDUCATION,7.51,0.09,3.0,683.0,No,0.0
43169,30.0,female,Master,34512.0,8,RENT,3581.0,MEDICAL,16.09,0.1,7.0,724.0,No,1.0
42325,25.0,female,Bachelor,85002.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.49,0.24,4.0,561.0,No,1.0
25140,28.0,male,High School,46958.0,2,RENT,12000.0,PERSONAL,11.01,0.26,7.0,620.0,No,1.0
43848,23.0,female,Master,31015.0,0,RENT,1013.0,DEBTCONSOLIDATION,11.39,0.03,4.0,689.0,No,
36706,27.0,male,Bachelor,145854.0,4,MORTGAGE,5364.0,EDUCATION,5.82,0.04,6.0,599.0,Yes,0.0
43920,24.0,female,Master,65950.0,3,RENT,5000.0,EDUCATION,16.0,0.08,4.0,640.0,No,1.0
3407,24.0,male,High School,79064.0,3,RENT,11000.0,HOMEIMPROVEMENT,7.51,0.14,4.0,567.0,No,0.0
31811,38.0,,Master,180794.0,15,MORTGAGE,7500.0,DEBTCONSOLIDATION,10.0,0.04,13.0,680.0,No,0.0
30071,40.0,male,Master,78982.0,17,RENT,5000.0,DEBTCONSOLIDATION,9.63,0.06,16.0,682.0,No,0.0
43159,27.0,male,,53873.0,2,RENT,,DEBTCONSOLIDATION,10.13,0.21,4.0,683.0,No,1.0
29211,49.0,male,Associate,172318.0,24,MORTGAGE,24000.0,MEDICAL,11.01,0.14,14.0,591.0,No,1.0
41791,25.0,male,Associate,121139.0,0,MORTGAGE,8000.0,MEDICAL,14.66,0.07,4.0,622.0,Yes,0.0
28248,33.0,female,High School,87740.0,12,MORTGAGE,5000.0,VENTURE,6.99,0.06,7.0,558.0,Yes,0.0
13236,23.0,female,High School,32520.0,0,RENT,12250.0,VENTURE,10.37,0.38,4.0,590.0,No,1.0
26733,28.0,male,Bachelor,132959.0,7,MORTGAGE,15000.0,VENTURE,16.32,0.11,5.0,593.0,Yes,0.0
12324,26.0,male,High School,46904.0,3,RENT,12000.0,PERSONAL,11.01,0.26,4.0,,No,1.0
13956,26.0,male,Bachelor,72725.0,5,RENT,14000.0,MEDICAL,12.69,0.19,4.0,603.0,Yes,0.0
18194,29.0,female,Bachelor,151818.0,6,RENT,9000.0,MEDICAL,16.77,0.06,8.0,679.0,No,1.0
38152,24.0,male,Master,132908.0,1,MORTGAGE,16000.0,EDUCATION,11.53,0.12,4.0,716.0,Yes,0.0
4946,23.0,female,High School,50171.0,0,RENT,5000.0,EDUCATION,10.99,0.1,2.0,628.0,No,0.0
